abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,is_dual_type,density,phys_ratio,offensive_score,defensive_score,survivability,stat_variance,speed_tier,catch_tier,gender_cat
"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45.0,Beehive Pokémon,102,1059860,1.2,70,Beequenビークイン,Vespiquen,0.0,416,80,102,40,bug,flying,38.5,4,0,1,26.74,0.5,66.7,91.3,90.0,532.4,Very Slow (<50),Hard (31-75),Female-only
"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,200.0,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisuパチリス,Pachirisu,50.0,417,45,90,95,electric,None,3.9,4,0,0,24.37,0.5,61.7,73.3,72.3,467.5,Fast (90-110),Easy (151-255),Mixed
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,190.0,Sea Weasel Pokémon,35,1000000,0.7,55,Buoyselブイゼル,Buizel,50.0,418,60,30,85,water,None,29.5,4,0,0,60.2,0.52,70.0,40.0,38.7,410.0,Medium (70-90),Easy (151-255),Mixed
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,75.0,Sea Weasel Pokémon,55,1000000,1.1,85,Floazelフローゼル,Floatzel,50.0,419,85,50,115,water,None,33.5,4,0,0,27.69,0.553,101.7,63.3,61.6,677.5,Very Fast (110-150),Hard (31-75),Mixed
['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,190.0,Cherry Pokémon,45,1000000,0.4,45,Cherinboチェリンボ,Cherubi,50.0,420,62,53,35,grass,None,3.3,4,0,0,20.62,0.361,44.0,47.7,47.5,109.8,Very Slow (<50),Easy (151-255),Mixed
['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,75.0,Blossom Pokémon,70,1000000,0.5,70,Cherrimチェリム,Cherrim,50.0,421,87,78,85,grass,None,9.3,4,0,0,37.2,0.408,77.3,72.7,72.6,105.6,Medium (70-90),Hard (31-75),Mixed
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,190.0,Sea Slug Pokémon,48,1000000,0.3,76,Karanakushiカラナクシ,Shellos,50.0,422,57,62,34,water,None,6.3,4,0,0,70.0,0.457,46.3,62.0,60.9,205.8,Very Slow (<50),Easy (151-255),Mixed
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75.0,Sea Slug Pokémon,68,1000000,0.9,111,Tritodonトリトドン,Gastrodon,50.0,423,92,82,39,water,ground,29.9,4,0,1,36.91,0.474,71.3,87.0,85.2,587.8,Very Slow (<50),Hard (31-75),Mixed
"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,45.0,Long Tail Pokémon,66,800000,1.2,75,Etebothエテボース,Ambipom,50.0,424,60,66,115,normal,None,20.3,4,0,0,14.1,0.625,91.7,69.0,68.9,488.3,Very Fast (110-150),Hard (31-75),Mixed
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,125.0,Balloon Pokémon,34,1640000,0.4,90,Fuwanteフワンテ,Drifloon,50.0,425,60,44,70,ghost,flying,1.2,4,0,1,7.5,0.455,60.0,56.0,51.3,401.6,Slow (50-70),Medium (76-150),Mixed
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60.0,Blimp Pokémon,44,1640000,1.2,150,Fuwarideフワライド,Drifblim,50.0,426,90,54,80,ghost,flying,15.0,4,0,1,10.42,0.471,83.3,82.7,70.9,1383.6,Medium (70-90),Hard (31-75),Mixed
"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,190.0,Rabbit Pokémon,44,1000000,0.4,55,Mimirolミミロル,Buneary,50.0,427,44,56,85,normal,None,5.5,4,0,0,34.37,0.6,65.0,51.7,51.4,239.5,Medium (70-90),Easy (151-255),Mixed
"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,60.0,Rabbit Pokémon,94,1000000,1.2,65,Mimilopミミロップ,Lopunny,50.0,428,54,96,135,normal,None,33.3,4,0,0,23.12,0.716,108.3,85.0,83.7,1169.5,Very Fast (110-150),Hard (31-75),Mixed
['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,45.0,Magical Pokémon,60,800000,0.9,60,Mumargiムウマージ,Mismagius,50.0,429,105,105,105,ghost,None,4.4,4,0,0,5.43,0.364,90.0,75.0,72.3,607.5,Fast (90-110),Hard (31-75),Mixed
"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,30.0,Big Boss Pokémon,52,1059860,0.9,100,Dongkarasuドンカラス,Honchkrow,50.0,430,105,52,71,dark,flying,27.3,4,0,1,33.7,0.543,100.3,68.0,64.7,919.0,Medium (70-90),Legendary-tier (0-30),Mixed
"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,190.0,Catty Pokémon,42,800000,0.5,49,Nyarmarニャルマー,Glameow,24.6,431,42,37,85,normal,None,3.9,4,0,0,15.6,0.567,60.7,42.7,42.4,306.3,Medium (70-90),Easy (151-255),Mixed
"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,75.0,Tiger Cat Pokémon,64,800000,1.0,71,Bunyattoブニャット,Purugly,24.6,432,64,59,112,normal,None,43.8,4,0,0,43.8,0.562,86.0,64.7,64.5,386.3,Very Fast (110-150),Hard (31-75),Mixed
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,120.0,Bell Pokémon,50,800000,0.2,45,Lisyanリーシャン,Chingling,50.0,433,65,50,45,psychic,None,0.6,4,0,0,15.0,0.316,46.7,48.3,48.3,127.5,Very Slow (<50),Medium (76-150),Mixed
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,225.0,Skunk Pokémon,47,1000000,0.4,63,Skunpuuスカンプー,Stunky,50.0,434,41,41,74,poison,dark,19.2,4,0,1,120.0,0.606,59.3,50.3,49.5,189.0,Medium (70-90),Easy (151-255),Mixed
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60.0,Skunk Pokémon,67,1000000,1.0,103,Skutankスカタンク,Skuntank,50.0,435,71,61,84,poison,dark,38.0,4,0,1,38.0,0.567,82.7,77.0,74.9,265.0,Medium (70-90),Hard (31-75),Mixed
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,255.0,Bronze Pokémon,86,1000000,0.5,57,Dohmirrorドーミラー,Bronzor,-1.0,436,24,86,23,steel,psychic,60.5,4,0,1,242.0,0.5,23.7,76.3,75.0,944.4,Very Slow (<50),Easy (151-255),Genderless
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90.0,Bronze Bell Pokémon,116,1000000,1.3,67,Dohtakunドータクン,Bronzong,-1.0,437,79,116,33,steel,psychic,187.0,4,0,1,110.65,0.53,67.0,99.7,96.6,997.1,Very Slow (<50),Medium (76-150),Genderless
"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,255.0,Bonsai Pokémon,95,1000000,0.5,50,Usohachiウソハチ,Bonsly,50.0,438,10,45,10,rock,None,15.0,4,0,0,60.0,0.889,33.3,63.3,59.8,1226.7,Very Slow (<50),Easy (151-255),Mixed
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,145.0,Mime Pokémon,45,1000000,0.6,20,Maneneマネネ,Mime Jr.,50.0,439,70,90,60,psychic,fairy,13.0,4,0,1,36.11,0.263,51.7,51.7,43.3,726.7,Slow (50-70),Medium (76-150),Mixed
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,130.0,Playhouse Pokémon,5,800000,0.6,100,Pinpukuピンプク,Happiny,0.0,440,15,65,30,normal,None,24.4,4,0,0,67.78,0.25,16.7,56.7,31.9,1466.7,Very Slow (<50),Medium (76-150),Female-only
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,30.0,Music Note Pokémon,45,1059860,0.5,76,Perapペラップ,Chatot,50.0,441,92,42,91,normal,flying,1.9,4,0,1,7.6,0.414,82.7,54.3,52.4,476.3,Fast (90-110),Legendary-tier (0-30),Mixed
"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100.0,Forbidden Pokémon,108,1000000,1.0,50,Mikarugeミカルゲ,Spiritomb,50.0,442,92,108,35,ghost,dark,108.0,4,0,1,108.0,0.5,73.0,88.7,83.5,955.4,Very Slow (<50),Medium (76-150),Mixed
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,45.0,Land Shark Pokémon,45,1250000,0.7,58,Fukamaruフカマル,Gible,50.0,443,40,45,42,dragon,ground,20.5,4,0,1,41.84,0.636,50.7,49.3,49.0,135.6,Very Slow (<50),Hard (31-75),Mixed
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,45.0,Cave Pokémon,65,1250000,1.4,68,Gabiteガバイト,Gabite,50.0,444,50,55,82,dragon,ground,56.0,4,0,1,28.57,0.643,74.0,62.7,62.4,236.3,Medium (70-90),Hard (31-75),Mixed
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45.0,Mach Pokémon,115,1250000,1.9,108,Gaburiasガブリアス,Garchomp,50.0,445,120,95,92,dragon,ground,95.0,4,0,1,26.32,0.586,127.3,106.0,105.7,802.3,Fast (90-110),Hard (31-75),Mixed
"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,50.0,Big Eater Pokémon,40,1250000,0.6,135,Gonbeゴンベ,Munchlax,88.1,446,40,85,5,normal,None,105.0,4,0,0,291.67,0.68,43.3,86.7,77.1,2110.0,Very Slow (<50),Hard (31-75),Mixed
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,75.0,Emanation Pokémon,40,1059860,0.7,40,Rioluリオル,Riolu,88.1,447,35,40,60,fighting,None,20.2,4,0,0,41.22,0.667,55.0,40.0,40.0,197.5,Slow (50-70),Hard (31-75),Mixed
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45.0,Aura Pokémon,88,1059860,1.2,70,Lucarioルカリオ,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0,1,37.5,0.509,132.3,76.0,75.5,1121.8,Very Fast (110-150),Hard (31-75),Mixed
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,140.0,Hippo Pokémon,78,1250000,0.8,68,Hippopotasヒポポタス,Hippopotas,50.0,449,38,42,32,ground,None,49.5,4,0,0,77.34,0.655,47.3,62.7,60.6,394.8,Very Slow (<50),Medium (76-150),Mixed
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60.0,Heavyweight Pokémon,118,1250000,2.0,108,Kabaldonカバルドン,Hippowdon,50.0,450,68,72,47,ground,None,300.0,4,0,0,75.0,0.622,75.7,99.3,97.2,842.3,Very Slow (<50),Hard (31-75),Mixed
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,120.0,Scorpion Pokémon,90,1250000,0.8,40,Scorupiスコルピ,Skorupi,50.0,451,30,55,65,poison,bug,12.0,4,0,1,18.75,0.625,48.3,61.7,58.3,440.0,Slow (50-70),Medium (76-150),Mixed
"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45.0,Ogre Scorp Pokémon,110,1250000,1.3,70,Dorapionドラピオン,Drapion,50.0,452,60,75,95,poison,dark,61.5,4,0,1,36.39,0.6,81.7,85.0,83.3,336.7,Fast (90-110),Hard (31-75),Mixed
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,140.0,Toxic Mouth Pokémon,40,1000000,0.7,48,Gureggruグレッグル,Croagunk,50.0,453,61,40,50,poison,fighting,23.0,4,0,1,46.94,0.5,57.3,42.7,42.5,89.2,Very Slow (<50),Medium (76-150),Mixed
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75.0,Toxic Mouth Pokémon,65,1000000,1.3,83,Dokurogドクロッグ,Toxicroak,50.0,454,86,65,85,poison,fighting,44.4,4,0,1,26.27,0.552,92.3,71.0,70.5,235.9,Medium (70-90),Hard (31-75),Mixed
['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,200.0,Bug Catcher Pokémon,72,1250000,1.4,74,Muskippaマスキッパ,Carnivine,50.0,455,90,72,46,grass,None,27.0,4,0,0,13.78,0.526,78.7,72.7,72.7,341.5,Very Slow (<50),Easy (151-255),Mixed
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,190.0,Wing Fish Pokémon,56,600000,0.4,49,Keikouoケイコウオ,Finneon,50.0,456,49,61,66,water,None,7.0,4,0,0,43.75,0.5,54.7,55.3,55.1,53.2,Slow (50-70),Easy (151-255),Mixed
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,75.0,Neon Pokémon,76,600000,1.2,69,Neolantネオラント,Lumineon,50.0,457,69,86,91,water,None,24.0,4,0,0,16.67,0.5,76.3,77.0,76.7,93.9,Fast (90-110),Hard (31-75),Mixed
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,25.0,Kite Pokémon,50,1250000,1.0,45,Tamantaタマンタ,Mantyke,50.0,458,60,120,50,water,flying,65.0,4,0,1,65.0,0.25,43.3,71.7,64.6,1117.5,Very Slow (<50),Legendary-tier (0-30),Mixed
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,120.0,Frosted Tree Pokémon,50,1250000,1.0,60,Yukikaburiユキカブリ,Snover,50.0,459,62,60,40,grass,ice,50.5,4,0,1,50.5,0.5,54.7,56.7,56.5,79.1,Very Slow (<50),Medium (76-150),Mixed
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,60.0,Frosted Tree Pokémon,105,1250000,2.2,90,Yukinoohユキノオー,Abomasnow,50.0,460,132,105,30,grass,ice,135.5,4,0,1,28.0,0.5,98.0,100.0,99.7,1418.4,Very Slow (<50),Hard (31-75),Mixed
"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45.0,Sharp Claw Pokémon,65,1059860,1.1,70,Manyulaマニューラ,Weavile,50.0,461,45,85,125,dark,ice,34.0,4,0,1,28.1,0.727,96.7,73.3,72.9,1010.0,Very Fast (110-150),Hard (31-75),Mixed
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30.0,Magnet Area Pokémon,115,1000000,1.2,70,Jibacoilジバコイル,Magnezone,-1.0,462,130,90,60,electric,steel,180.0,4,0,1,125.0,0.35,86.7,91.7,89.8,784.2,Slow (50-70),Legendary-tier (0-30),Genderless
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30.0,Licking Pokémon,95,1000000,1.7,110,Berobeltベロベルト,Lickilicky,50.0,463,80,95,50,normal,None,140.0,4,0,0,48.44,0.515,71.7,100.0,99.8,414.2,Very Slow (<50),Legendary-tier (0-30),Mixed
"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30.0,Drill Pokémon,130,1250000,2.4,115,Dosidonドサイドン,Rhyperior,50.0,464,55,55,40,ground,rock,282.8,4,0,1,49.1,0.718,78.3,100.0,93.7,1934.2,Very Slow (<50),Legendary-tier (0-30),Mixed
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30.0,Vine Pokémon,125,1000000,2.0,100,Mojumboモジャンボ,Tangrowth,50.0,465,110,50,50,grass,None,128.6,4,0,0,32.15,0.476,86.7,91.7,85.5,1004.2,Very Slow (<50),Legendary-tier (0-30),Mixed
"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,30.0,Thunderbolt Pokémon,67,1000000,1.8,75,Elekibleエレキブル,Electivire,75.4,466,95,85,95,electric,None,138.6,4,0,0,42.78,0.564,104.3,75.7,75.3,383.6,Fast (90-110),Legendary-tier (0-30),Mixed
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30.0,Blast Pokémon,67,1000000,1.6,75,Booburnブーバーン,Magmortar,75.4,467,125,95,83,fire,None,68.0,4,0,0,26.56,0.432,101.0,79.0,78.2,415.6,Medium (70-90),Legendary-tier (0-30),Mixed
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30.0,Jubilee Pokémon,95,800000,1.5,85,Togekissトゲキッス,Togekiss,88.1,468,120,115,80,fairy,flying,38.0,4,0,1,16.89,0.294,83.3,98.3,97.6,654.2,Medium (70-90),Legendary-tier (0-30),Mixed
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,30.0,Ogre Darner Pokémon,86,1000000,1.9,86,Megayanmaメガヤンマ,Yanmega,50.0,469,116,56,95,bug,flying,51.5,4,0,1,14.27,0.396,95.7,76.0,74.5,396.2,Fast (90-110),Legendary-tier (0-30),Mixed
"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45.0,Verdant Pokémon,130,1000000,1.0,65,Leafiaリーフィア,Leafeon,88.1,470,60,65,95,grass,None,25.5,4,0,0,25.5,0.647,88.3,86.7,81.9,827.5,Fast (90-110),Hard (31-75),Mixed
"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45.0,Fresh Snow Pokémon,110,1000000,0.8,65,Glaciaグレイシア,Glaceon,88.1,471,130,95,65,ice,None,25.9,4,0,0,40.47,0.316,85.0,90.0,87.9,827.5,Slow (50-70),Hard (31-75),Mixed
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,30.0,Fang Scorp Pokémon,125,1059860,2.0,75,Glionグライオン,Gliscor,50.0,472,45,75,95,ground,flying,42.5,4,0,1,10.62,0.679,78.3,91.7,88.9,720.0,Fast (90-110),Legendary-tier (0-30),Mixed
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50.0,Twin Tusk Pokémon,80,1250000,2.5,110,Mammooマンムー,Mamoswine,50.0,473,70,60,80,ice,ground,291.0,4,0,1,46.56,0.65,93.3,83.3,80.8,696.7,Medium (70-90),Hard (31-75),Mixed
"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30.0,Virtual Pokémon,70,1000000,0.9,85,Porygon-zポリゴンＺ,Porygon-Z,-1.0,474,135,75,90,normal,None,34.0,4,0,0,41.98,0.372,101.7,76.7,76.4,554.2,Medium (70-90),Legendary-tier (0-30),Genderless
"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45.0,Blade Pokémon,95,1250000,1.6,68,Erureidoエルレイド,Gallade,100.0,475,65,115,110,psychic,fighting,52.0,4,0,1,20.31,0.717,113.3,92.7,90.6,1354.0,Fast (90-110),Hard (31-75),Male-only
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60.0,Compass Pokémon,145,1000000,1.4,60,Dainoseダイノーズ,Probopass,50.0,476,75,150,40,rock,steel,340.0,4,0,1,173.47,0.423,56.7,118.3,109.3,2287.5,Very Slow (<50),Hard (31-75),Mixed
"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45.0,Gripper Pokémon,135,800000,2.2,45,Yonoirヨノワール,Dusknoir,50.0,477,65,135,45,ghost,None,106.6,4,0,0,22.02,0.606,70.0,105.0,93.6,1757.5,Very Slow (<50),Hard (31-75),Mixed
